"コード","銘柄名","市場","現在値","前日比(%)","株価騰落【率】(%)","日中売買代金(千円)","株価移動平均線乖離率(%)","株価移動平均線乖離率(%)","年初来安値からの上昇率(%)","出来高増加率(倍)","過去60日ボラティリティ(%)","ボリンジャーバンド","RSI(%)"
"2471","エスプール","東P","255","+1.0(+0.39%)","0.39","63,190","-1.32","-4.64","4.51","0.20","27.95","-1.73","35.19"
"2475","ＷＤＢ　ＨＬＤＧ","東P","1598","-19.0(-1.18%)","-1.18","60,715","-2.24","-2.23","3.43","1.17","16.88","-1.48","31.52"
"2477","手間いらず","東S","3150","-20.0(-0.63%)","-0.63","16,412","-0.57","0.19","27.07","0.33","21.12","0.22","51.11"
"2479","ジェイテック","東S","253","+0.0(+0.00%)","0.00","5,634","-0.08","2.63","27.14","0.53","16.51","1.04","80.00"
"247A","Ａｉロボティクス","東G","1402","+19.0(+1.37%)","1.37","551,016","-0.58","-7.24","23.85","0.31","84.72","-1.12","35.20"
"2480","システム・ロケーション","東S","1721","-29.0(-1.66%)","-1.66","694","0.20","1.38","44.99","0.44","17.06","1.32","59.87"
"2481","タウンニュース社","東S","680","-4.0(-0.58%)","-0.58","272","-0.23","-0.24","5.75","0.50","17.33","-0.19","44.19"
"2483","翻訳センター","東S","1909","-1.0(-0.05%)","-0.05","1,719","-0.21","-0.38","12.63","0.24","14.07","-0.24","31.53"
"2484","出前館","東S","137","-2.0(-1.44%)","-1.44","70,929","-0.87","-0.06","6.20","0.88","42.24","-0.02","51.67"
"2485","ティア","東S","527","-3.0(-0.57%)","-0.57","23,739","0.92","3.28","29.17","0.53","22.22","1.53","72.50"
"2488","ＪＴＰ","東S","1341","-14.0(-1.03%)","-1.03","16,846","-1.61","-4.04","38.53","0.98","23.37","-2.04","23.94"
"2489","アドウェイズ","東S","265","+0.0(+0.00%)","0.00","15,083","-0.38","-1.02","23.83","0.19","38.40","-0.48","52.17"
"248A","キッズスター","東G","1866","-4.0(-0.21%)","-0.21","4,967","-0.22","3.28","62.26","0.90","33.67","1.30","58.64"
"2491","バリューコマース","東P","660","+0.0(+0.00%)","0.00","365,685","-0.72","-1.87","1.07","1.35","18.68","-1.33","34.55"
"2492","インフォマート","東P","458","+2.0(+0.44%)","0.44","414,357","0.44","6.40","66.55","0.36","30.10","1.40","79.38"
"2493","イーサポートリンク","東S","996","-1.0(-0.10%)","-0.10","3,286","-0.38","2.17","11.04","0.54","6.37","1.07","73.21"
"2497","ユナイテッド","東G","537","-2.0(-0.37%)","-0.37","22,033","-0.33","3.89","14.01","1.09","20.85","0.99","69.09"
"2498","オリエンタルコンサルタンツＨＤ","東S","3320","-5.0(-0.15%)","-0.15","104,805","1.72","3.04","14.09","1.70","26.34","1.59","64.86"
"2499","日本和装ＨＬＤＧ","東S","363","-3.0(-0.82%)","-0.82","911","-0.87","-0.65","25.17","0.26","8.10","-1.12","40.00"
"2501","サッポロＨＬＤＧ","東P","1713.0","-11.5(-0.67%)","-0.67","1,426,177","0.92","5.71","16.77","0.39","30.83","1.29","53.27"
"2502","アサヒグループＨＬＤＧ","東P","1633.5","-20.5(-1.24%)","-1.24","7,727,720","-1.01","-1.24","4.54","0.70","20.50","-1.33","38.07"
"2503","キリンＨＬＤＧ","東P","2452.5","-17.0(-0.69%)","-0.69","2,719,707","-0.56","2.17","28.94","0.48","19.84","1.15","62.98"
"250A","シマダヤ","東S","1786","+7.0(+0.39%)","0.39","16,739","-0.45","0.68","30.56","0.35","19.34","0.52","55.77"
"2510","ＮＦ国内債券ＢＰＩ総合連動","東ETF","825.9","-2.5(-0.30%)","-0.30","76,993","-0.05","-1.02","0.54","7.06","4.83","-1.45","34.17"
"2511","ＮＦ外国債券ヘッジなし","東ETF","1174.5","+5.0(+0.43%)","0.43","167,993","-0.98","-1.01","14.08","0.90","12.61","-0.98","48.98"
"2512","ＮＦ外国債券ヘッジあり","東ETF","752.7","+0.3(+0.04%)","0.04","87,024","0.11","-0.06","0.63","13.17","7.48","-0.15","48.45"
"2513","ＮＦ外国株式ヘッジなし","東ETF","3219.0","+28.0(+0.88%)","0.88","9,500","-0.52","-0.41","53.43","0.03","15.28","-0.37","48.82"
"2514","ＮＦ外国株式ヘッジあり","東ETF","1897.0","+16.0(+0.85%)","0.85","57,471","0.87","0.87","39.13","0.45","17.39","1.69","53.38"
"2515","ＮＦ外国ＲＥＩＴヘッジなし","東ETF","1492.0","+3.0(+0.20%)","0.20","33,413","-1.51","-0.64","29.29","0.37","12.61","-0.40","51.43"
"2516","東証グロース２５０ＥＴＦ","東ETF","564.5","+0.2(+0.04%)","0.04","269,212","-0.38","2.21","35.57","0.49","22.64","0.64","58.56"
"2517","ＭＸＳ　Ｊリート・コア","東ETF","1207.5","-4.5(-0.37%)","-0.37","2,917","-0.76","-1.93","22.59","0.08","11.51","-1.79","34.78"
"2518","ＮＦ日本株女性活躍連動型","東ETF","2037.0","+10.0(+0.49%)","0.49","265","-0.38","1.34","59.02","1.02","15.74","0.51","54.51"
"2519","ＮＦ新興国債券ヘッジなし","東ETF","1181.0","-3.0(-0.25%)","-0.25","4,572","-1.63","-0.82","21.74","0.21","8.65","-0.72","44.06"
"2520","ＮＦ新興国株式ヘッジなし","東ETF","2054.0","+15.0(+0.74%)","0.74","21,512","0.13","3.04","68.71","0.49","18.96","0.98","56.86"
"2521","上場米国株式為替ヘッジあり","東ETF","1997.0","+17.0(+0.86%)","0.86","4,711","0.88","-0.21","38.39","0.03","12.39","-0.28","45.45"
"2522","ｉＳロボット","東ETF","7025.0","+95.0(+1.37%)","1.37","21,694","-0.46","1.59","68.87","0.22","25.85","0.64","53.94"
"2524","ＮＺＡＭ　ＴＯＰＩＸ","東ETF","3636.0","-29.0(-0.79%)","-0.79","36","-1.45","0.30","54.17","0.01","17.21","0.11","52.54"
"2525","ＮＺＡＭ日経２２５","東ETF","53760.0","+240.0(+0.45%)","0.45","130,656","-0.19","1.89","70.99","0.30","21.01","0.70","57.81"
"2527","ＮＺＡＭ東証ＲＥＩＴ　Ｃｏｒｅ","東ETF","1201.5","-2.0(-0.17%)","-0.17","12,537","-0.78","-3.14","21.49","27.55","16.85","-2.32","36.54"
"2528","ｉＦ東証ＲＥＩＴ　Ｃｏｒｅ","東ETF","1201.0","-3.0(-0.25%)","-0.25","662","-0.84","-2.01","22.80","0.68","9.16","-2.05","28.38"
"2529","ＮＦ野村株主還元７０連動型","東ETF","2092.0","+6.0(+0.29%)","0.29","7,981","-0.66","1.20","50.83","0.27","14.55","0.52","58.30"
"2530","ＭＸＳ中国上海１８０Ａ株","東ETF","17400.0","+0.0(+0.00%)","0.00","833","-1.33","-0.00","45.00","0.06","17.11","-0.00","48.41"
"2531","宝ＨＬＤＧ","東P","1592.5","-32.5(-2.00%)","-2.00","376,978","-2.24","-2.68","45.10","0.49","28.21","-1.75","35.77"
"2533","オエノンＨＬＤＧ","東P","483","-12.0(-2.42%)","-2.42","55,266","-3.09","-4.30","32.33","0.91","26.87","-2.62","39.60"
"253A","ＥＴＳグループ","東S","1130","-2.0(-0.18%)","-0.18","18,819","-2.40","2.64","89.60","0.42","55.45","0.40","38.80"
"2540","養命酒製造","東P","4265","-45.0(-1.04%)","-1.04","86,502","-0.98","-5.64","72.32","0.67","49.29","-0.98","36.84"
"254A","ＡＩ　フュージョンキャピタルグ","東S","871","-15.0(-1.69%)","-1.69","16,963","-2.49","-3.08","7.00","1.90","34.77","-1.28","38.73"
"2552","上場Ｊリート隔月分配型ミニ","東ETF","2135.0","-34.0(-1.57%)","-1.57","3,111","-1.42","-2.52","22.84","0.48","9.67","-2.69","29.22"
"2553","Ｏｎｅ南方中国Ａ株ＣＳＩ５００","東ETF","2550.0","+2.5(+0.10%)","0.10","43,163","-0.27","6.35","85.86","0.32","19.50","1.07","72.44"
"2554","ＮＦ米国社債１０年ヘッジ","東ETF","777.4","+1.0(+0.13%)","0.13","630","0.09","-0.06","1.25","0.39","3.26","-0.51","43.00"
"2555","東証ＲＥＩＴ　ＥＴＦ","東ETF","2032.5","-10.0(-0.49%)","-0.49","2,110","-0.94","-2.72","21.42","0.10","13.87","-2.36","26.90"
"2556","Ｏｎｅ東証ＲＥＩＴ","東ETF","2026.0","-14.0(-0.69%)","-0.69","40,615","-1.10","-2.87","22.27","0.96","13.89","-2.21","38.24"
"2557","ＳＭＤＡＭトピックス上場投信","東ETF","3601.0","+3.0(+0.08%)","0.08","255,505","-0.84","1.05","60.01","4.40","15.05","0.39","56.40"
"2558","ＭＡＸＩＳ米株ＳＰ５００","東ETF","30950.0","+340.0(+1.11%)","1.11","617,687","-0.50","-0.74","53.14","0.36","16.26","-0.76","46.88"
"2559","ＭＡＸＩＳ全世界株式","東ETF","26575.0","+230.0(+0.87%)","0.87","746,208","-0.38","0.07","54.10","0.38","14.45","0.06","50.59"
"255A","ジーエルテクノＨＬＤＧ","東S","3240","-130.0(-3.86%)","-3.86","184,528","-3.57","1.95","31.23","1.33","26.24","0.34","58.64"
"2561","ｉＳコア日本国債ＥＴＦ","東ETF","2061.0","-10.0(-0.48%)","-0.48","106,287","-0.11","-1.38","0.93","1.40","5.86","-1.39","35.38"
"2562","上場米株ダウ平均為替ヘッジあり","東ETF","3492.0","+22.0(+0.63%)","0.63","142,778","0.42","0.35","29.57","4.02","12.75","0.67","46.43"
"2563","ｉＳＳＰ５百米株ヘジ","東ETF","376.8","+3.8(+1.02%)","1.02","61,620","1.02","0.72","39.56","0.35","12.47","1.43","51.84"
"2564","ＧＸスーパーディビ","東ETF","3522.0","+2.0(+0.06%)","0.06","54,901","-0.63","1.10","45.84","1.84","10.91","0.46","55.11"
"2565","ＧＸロジＪリート","東ETF","969.0","-4.0(-0.41%)","-0.41","2,965","-0.82","-3.04","20.37","0.29","10.61","-2.21","20.83"
"2566","上場日経 ＥＳＧリート","東ETF","1113.0","-7.0(-0.63%)","-0.63","2,817","-0.91","-2.63","21.51","1.06","12.93","-2.61","29.41"
"2567","ＮＺＡＭ　カーボン","東ETF","473.9","+0.0(+0.00%)","0.00","29","-1.67","0.16","59.67","0.16","26.53","0.05","55.87"
"2568","上場ＮＳＱ１００ヘ無","東ETF","6856.0","+72.0(+1.06%)","1.06","36,076","0.22","-0.23","66.49","0.10","20.50","-0.24","49.22"
"2569","上場ＮＳＱ１００ヘ有","東ETF","3838.0","+44.0(+1.16%)","1.16","70,990","1.44","1.11","51.43","0.14","17.95","1.59","55.19"
"256A","飛島ＨＬＤＧ","東P","2482","-3.0(-0.12%)","-0.12","339,764","-2.10","1.74","70.82","0.54","27.99","0.43","60.37"
"2573","北海道コカ・コーラボトリング","東S","3955","-20.0(-0.50%)","-0.50","15,860","-0.65","-1.50","44.82","0.78","14.71","-0.69","52.54"
"2579","コカ・コーラボトラーズＪＰＨＤ","東P","3386.0","-5.0(-0.15%)","-0.15","881,644","-0.34","3.15","53.49","0.32","26.22","0.98","59.41"
"257A","ＳＭＴ日本株厳選投資アクティブ","東ETF","2897.0","-1.0(-0.03%)","-0.03","427","-0.19","1.88","75.58","0.05","49.02","0.33","53.16"
"2585","ライフドリンク　カンパニー","東P","1763","-80.0(-4.34%)","-4.34","704,790","-2.85","-0.60","26.11","0.91","44.88","-0.20","51.84"
"2586","フルッタフルッタ","東G","148","-1.0(-0.67%)","-0.67","286,014","-1.20","7.56","43.69","0.84","116.60","0.76","58.14"
"2587","サントリー食品インターナショナ","東P","4941.0","-61.0(-1.22%)","-1.22","806,657","-1.02","1.75","11.23","0.25","16.55","0.80","64.97"
"2588","プレミアムウォーターＨＬＤＧ","東S","3340","-25.0(-0.74%)","-0.74","9,372","-0.60","0.63","39.17","1.33","20.38","0.39","48.89"
"258A","ＳＭＴ国内リート厳選アクティブ","東ETF","2256.0","-5.0(-0.22%)","-0.22","23","-0.80","-3.27","22.68","0.02","17.26","-2.00","36.34"
"2590","ダイドーグループＨＬＤＧ","東P","2498","+2.0(+0.08%)","0.08","125,016","-0.43","-0.94","4.08","0.30","20.53","-0.60","45.61"
"2593","伊藤園","東P","3048.0","-39.0(-1.26%)","-1.26","549,234","-1.35","-0.58","4.01","0.69","19.51","-0.55","49.29"
"2594","キーコーヒー","東P","1989","-7.0(-0.35%)","-0.35","83,225","-0.52","-0.44","4.46","0.48","7.16","-0.93","34.38"
"2597","ユニカフェ","東S","1023","-2.0(-0.20%)","-0.20","1,845","-0.14","-4.00","15.33","0.24","24.66","-0.69","52.46"
"259A","ケイ・ウノ","名N","1450","+24.0(+1.68%)","1.68","1,885","2.49","8.46","34.26","0.81","30.85","1.90","73.77"
"2602","日清オイリオグループ","東P","5620","+30.0(+0.54%)","0.54","161,555","0.04","4.21","30.55","0.56","15.91","1.47","80.00"
"2607","不二製油","東P","4182.0","+85.0(+2.07%)","2.07","1,161,485","2.16","9.21","64.23","1.20","26.22","1.88","82.84"
"2612","かどや製油","東S","4005","-5.0(-0.12%)","-0.12","3,604","-0.05","0.67","14.43","0.69","6.83","0.65","47.83"
"2613","Ｊ―オイルミルズ","東P","2013","-14.0(-0.69%)","-0.69","109,280","-1.25","-0.55","10.00","0.58","13.63","-0.39","42.41"
"261A","日水コン","東S","2419","+8.0(+0.33%)","0.33","61,096","-1.22","-2.00","71.56","0.39","33.90","-0.57","50.00"
"2620","ｉＳ米国債 １−３ 年","東ETF","359.5","-0.2(-0.06%)","-0.06","53,859","-1.50","-1.85","12.34","0.15","8.19","-2.57","35.77"
"2621","ｉＳ米国債 ２０年超ヘッジ","東ETF","1081.0","+1.0(+0.09%)","0.09","498,729","0.52","-0.15","2.56","0.44","6.96","-0.19","45.28"
"2622","ｉＳ米ドル建て新興国債ヘッジ","東ETF","1761.0","+5.0(+0.28%)","0.28","1,717","0.38","-0.18","9.38","0.36","4.80","-0.23","40.00"
"2623","ｉＳユーロ建て投資社債 ヘッジ","東ETF","2005.0","-5.0(-0.25%)","-0.25","32","-0.02","0.12","0.96","0.01","2.26","0.62","59.26"
"2624","ｉＦ日経２２５（年４回決算型）","東ETF","5351.0","+41.0(+0.77%)","0.77","253,636","-0.10","1.99","72.33","0.35","17.52","0.74","58.96"
"2625","ｉＦＴＯＰＩＸ（年４回決算型）","東ETF","3568.0","-2.0(-0.06%)","-0.06","9,826","-0.99","0.86","57.11","0.34","15.40","0.34","54.87"
"2626","ＧＸデジタルイノベーション","東ETF","2981.0","-13.0(-0.43%)","-0.43","57","-0.82","-2.56","38.14","0.01","15.02","-2.46","35.47"
"2627","ＧＸｅコマース","東ETF","1480.0","-3.0(-0.20%)","-0.20","36","-0.26","-2.98","14.73","0.04","15.36","-2.00","32.65"
"2628","ｉＦ中国科創板５０","東ETF","3323.0","+20.0(+0.61%)","0.61","40,216","-1.01","5.85","100.91","0.50","23.93","1.01","64.74"
"2629","ｉＦ中国ＧＢＡ１００","東ETF","3760.0","-10.0(-0.27%)","-0.27","35,149","-1.75","-1.54","58.58","0.27","20.15","-0.72","47.47"
"262A","インターメスティック","東P","1801","-28.0(-1.53%)","-1.53","228,979","-1.01","-5.70","39.83","0.50","30.43","-1.73","36.26"
"2630","ＭＡＸＩＳ米株Ｓ＆Ｐ５００","東ETF","14870.0","+140.0(+0.95%)","0.95","116,702","0.98","0.84","38.97","1.41","17.34","1.01","51.80"
"2631","ＭＡＸＩＳナスダック１００","東ETF","28605.0","+385.0(+1.36%)","1.36","124,411","-0.06","-0.24","66.36","0.20","21.46","-0.26","49.46"
"2632","ＭＡＸＩＳナスダック１００ヘ","東ETF","16020.0","+175.0(+1.10%)","1.10","77,999","1.40","0.93","51.49","0.28","18.77","1.42","54.90"
"2633","ＮＦ　Ｓ＆Ｐ５００ ヘッジなし","東ETF","497.9","+5.5(+1.12%)","1.12","141,898","-0.50","-0.70","53.91","0.75","16.72","-0.71","47.36"
"2634","ＮＦ　Ｓ＆Ｐ５００ ヘッジあり","東ETF","2939.0","+28.0(+0.96%)","0.96","310,065","0.95","0.69","39.59","1.51","13.83","1.37","51.61"
"2636","ＧＸ ガバナンス・クオリティ","東ETF","4242.0","+10.0(+0.24%)","0.24","59","-0.81","0.90","53.58","0.24","18.05","0.33","55.47"
"2637","ＧＸ　クリーンテック","東ETF","2136.0","+19.0(+0.90%)","0.90","876","-0.21","4.93","79.50","0.29","22.08","1.11","61.50"
"2638","ＧＸ ロボティクス＆ＡＩ","東ETF","2466.0","-12.0(-0.48%)","-0.48","137,077","-1.46","-0.14","54.12","0.77","21.31","-0.06","51.44"
"2639","ＧＸ バイオ＆メドテック","東ETF","1705.0","-13.0(-0.76%)","-0.76","63","-0.59","-0.81","17.75","0.11","15.57","-0.57","44.57"
"2640","ＧＸ ゲーム＆アニメ","東ETF","4221.0","-42.0(-0.99%)","-0.99","20,724","-0.83","-2.27","29.68","0.60","16.67","-2.14","37.25"
"2641","ＧＸグローバルリーダーズ","東ETF","4081.0","-7.0(-0.17%)","-0.17","4,055","-1.36","0.34","65.29","0.07","18.91","0.12","56.98"
"2643","ＮＦＭＳＣＩジャパンセレクト","東ETF","3715.0","+6.0(+0.16%)","0.16","230","-1.26","-0.06","55.70","2.26","20.40","-0.03","46.01"
"2644","ＧＸ　半導体関連","東ETF","3156.0","+91.0(+2.97%)","2.97","3,804,235","1.45","11.99","165.88","0.65","39.45","1.60","70.37"
"2645","ＧＸ　レジャー＆エンターテイン","東ETF","2668.0","-17.0(-0.63%)","-0.63","419","-0.98","-1.89","21.22","0.29","15.77","-2.23","34.18"
"2646","ＧＸ　メタルビジネス","東ETF","3283.0","+24.0(+0.74%)","0.74","148,984","0.63","8.28","143.19","0.55","31.08","1.33","76.64"
"2647","ＮＦ米国債７―１０年ヘッジなし","東ETF","5871.0","+6.0(+0.10%)","0.10","1,800","-1.35","-1.81","12.67","0.02","8.00","-2.34","37.67"
"2648","ＮＦ米国債７―１０年ヘッジあり","東ETF","3507.0","-4.0(-0.11%)","-0.11","2,173","0.07","-0.43","0.63","0.02","4.01","-1.16","37.35"
"2649","ｉＳ米国政府系機関ジニ　ヘッジ","東ETF","602.2","+0.9(+0.15%)","0.15","518","0.28","-0.21","1.53","17.20","4.99","-0.42","42.08"
"264A","Ｓｃｈｏｏ","東G","649","+20.0(+3.18%)","3.18","18,725","1.00","1.41","27.76","0.31","80.99","0.53","50.61"
"2652","まんだらけ","東S","345","+2.0(+0.58%)","0.58","8,619","-0.86","-0.34","32.69","0.22","28.94","-0.13","42.00"
"2653","イオン九州","東S","2895","-10.0(-0.34%)","-0.34","89,456","-0.34","-1.01","29.82","1.10","13.32","-1.05","37.64"
"2654","アスモ","東S","398","-3.0(-0.75%)","-0.75","1,916","-0.30","0.93","30.07","0.53","12.99","1.09","57.14"
"2656","ベクターＨＬＤＧ","東S","126","+0.0(+0.00%)","0.00","8,089","-1.72","-4.14","93.85","0.86","62.20","-1.57","40.00"
"2659","サンエー","東P","2958","-36.0(-1.20%)","-1.20","406,053","-2.13","-1.12","13.25","0.80","13.03","-0.72","53.82"
"265A","Ｈｍｃｏｍｍ","東G","1038","+21.0(+2.06%)","2.06","77,108","-0.33","1.69","73.29","1.67","58.54","0.23","57.05"
"2664","カワチ薬品","東P","3060","-20.0(-0.65%)","-0.65","164,071","-0.39","1.17","22.35","0.89","12.26","0.90","54.35"
"2666","オートウェーブ","東S","169","-3.0(-1.74%)","-1.74","11,231","-1.63","3.07","52.25","0.43","15.56","0.80","63.64"
"2667","イメージワン","東S","288","-10.0(-3.36%)","-3.36","473,303","-4.00","25.59","92.00","0.40","78.13","1.11","65.90"
"2668","タビオ","東S","1310","+0.0(+0.00%)","0.00","2,884","0.43","0.68","19.09","1.05","7.99","1.03","53.85"
"2669","カネ美食品","東S","3555","-10.0(-0.28%)","-0.28","6,761","0.28","1.54","18.90","0.37","8.12","1.42","61.82"
"2670","エービーシー・マート","東P","2448.5","-15.0(-0.61%)","-0.61","795,289","-0.55","-5.07","0.35","0.38","21.62","-1.36","24.07"
"2673","夢みつけ隊","東S","202","-1.0(-0.49%)","-0.49","19,611","0.40","1.34","140.48","0.70","64.27","0.17","56.44"
"2674","ハードオフコーポレーション","東P","2027","-11.0(-0.54%)","-0.54","34,710","-1.33","-0.42","29.03","0.33","20.05","-0.24","53.17"
"2676","高千穂交易","東P","2043","-7.0(-0.34%)","-0.34","45,549","-0.97","-2.23","9.08","0.48","18.40","-1.11","41.92"
"2678","アスクル","東P","1380","+4.0(+0.29%)","0.29","477,966","-0.58","-1.91","1.47","0.85","17.59","-2.03","29.25"
"2681","ゲオＨＬＤＧ","東P","1848","-8.0(-0.43%)","-0.43","175,672","-0.87","-1.32","21.42","0.68","25.05","-0.84","50.92"
"2683","魚喜","東S","1002","+3.0(+0.30%)","0.30","1,600","0.30","0.63","1.42","2.67","2.72","2.33","70.00"
"2685","アンドエスティＨＤ","東P","2783","-48.0(-1.70%)","-1.70","611,662","-1.75","-2.05","8.33","1.18","21.38","-1.28","28.02"
"2687","シー・ヴイ・エス・ベイエリア","東S","518","-1.0(-0.19%)","-0.19","4,065","-0.12","1.55","9.51","2.89","16.94","0.58","38.46"
"2689","オルバヘルスケアＨＬＤＧ","東S","2107","+6.0(+0.29%)","0.29","1,681","0.12","1.59","17.06","0.44","8.44","1.35","57.86"
"268A","リガク・ＨＬＤＧ","東P","1205","+15.0(+1.26%)","1.26","891,240","-3.54","-1.86","87.99","0.36","43.46","-0.59","43.56"
"2692","伊藤忠食品","東P","11330","-470.0(-3.98%)","-3.98","252,171","-4.24","-2.06","63.02","0.89","46.53","-0.72","47.81"
"2693","ＹＫＴ","東S","234","+2.0(+0.86%)","0.86","721","0.34","0.48","29.28","0.34","12.16","0.40","59.09"
"2694","焼肉坂井ＨＬＤＧ","東S","73","+1.0(+1.39%)","1.39","53,415","1.11","2.30","10.61","0.79","13.93","1.76","66.67"
"2695","くら寿司","東P","3410","-35.0(-1.02%)","-1.02","190,708","-0.99","2.13","34.41","0.51","23.19","0.88","58.02"
"2698","キャンドゥ","東S","3395","-25.0(-0.73%)","-0.73","31,331","-0.59","-0.50","8.47","1.15","13.81","-0.31","25.42"
"269A","Ｓａｐｅｅｔ","東G","2100","-31.0(-1.45%)","-1.45","3,562","-3.35","-0.91","14.75","0.49","43.40","-0.23","57.37"
"2700","木徳神糧","東S","2585","+9.0(+0.35%)","0.35","36,277","-0.49","-4.15","34.01","0.41","54.61","-0.86","45.55"
"2702","日本マクドナルドＨＬＤＧ","東S","6750","+30.0(+0.45%)","0.45","1,012,207","0.45","3.42","24.54","0.36","16.48","1.52","73.81"
